timestamp,server_id,location,cpu_usage,memory_usage,storage_utilization,network_bandwidth_usage,latency,incoming_requests,outgoing_requests,connections,data_transfer_rate,packet_loss,power_usage,server_temperature,cooling_system_performance
12-04-2023 11:35,d832c686-a099-468c-857e-0f6c8fec8498,Egypt,13.85310552,61.05877671,4.149924529,29.53872902,183.6217166,54,582,243,99.87325178,9.351478853,151.4105648,55.60919929,10.02144469
13-04-2023 17:40,e97ed2dc-dd88-40bd-81c7-e82aa603bd8a,Anguilla,98.4766994,2.444755358,61.62912355,45.44569648,310.0427603,680,853,239,67.84260278,5.475186866,776.013759,6.713041651,43.85482747
08-02-2023 01:42,fa483701-cd8a-4bd0-8b1e-7c44ef58458e,Spain,52.71260311,50.76201553,77.21327635,73.34385119,356.9471783,14,907,368,80.35114322,7.172859043,950.8660477,22.98401923,57.72968652
31-03-2023 12:31,7dd9065e-040d-4768-b899-d037a51abeb7,Cook Islands,12.34221987,56.19283762,48.05597915,20.16342889,103.3793062,763,29,12,9.297686874,7.495217799,919.8263807,24.52255932,50.71655395
12-04-2023 10:15,80870880-f878-44fc-8aeb-7b2d34f86cc5,Faroe Islands,94.47191586,13.60293081,8.800875027,93.10608325,369.3878031,896,958,78,19.00687687,7.785869551,23.98335907,18.23067696,92.56906782
05-03-2023 15:17,6ad99c76-4af3-455e-b0d5-6f6506ccac9a,Armenia,11.92826388,16.75330992,32.90618357,91.25658094,101.7581467,311,352,241,30.75133764,1.229910072,111.1370194,6.583526792,19.94305118
14-04-2023 23:04,fc8ea81c-77f5-4253-a1bf-0fb825a82ffd,Kenya,25.14129827,50.6769492,23.47834027,74.13610338,490.6354437,904,348,42,47.40827912,9.12010235,910.0508229,29.18447002,42.96193359
19-04-2023 15:32,43adf193-f263-438e-8c0c-aab8e9f01c44,Christmas Island,16.38279445,63.50958552,69.76466262,23.16468511,406.3716082,235,352,131,14.19041056,2.411960424,456.6184939,28.25065211,2.140518251
23-03-2023 03:16,e996d013-fb20-479c-b64d-6a746ee604ed,Azerbaijan,82.70610176,6.517803347,33.64379391,9.595566122,341.5995249,741,466,493,88.62410571,3.513999823,250.6810731,62.36379182,24.79159972
13-01-2023 14:43,c10d37ac-3de2-4722-90c3-6b9c1d9374ad,Hungary,69.90515906,90.52854948,11.35815069,36.75452778,322.6727631,632,567,448,81.49698169,3.563975105,67.84129871,10.03304728,14.92404545
11-02-2023 15:56,e85d450f-cce6-4f1a-9936-93e2a423a64a,Cape Verde,82.10181266,7.065810346,62.62678729,13.47395373,175.1214729,682,584,465,9.389098763,0.668980495,513.9772502,5.515613325,12.00059669
22-04-2023 18:59,71b78dbb-781b-4241-8a3e-f08a98abc852,Congo,33.68016605,27.89788114,79.33111946,77.76328191,167.480567,424,48,274,38.62992754,0.483273197,105.8186156,54.84083359,87.52910571
08-01-2023 12:55,f5a77727-3936-4c6f-af7a-0f928b0dff9a,Saint Kitts and Nevis,27.9266576,79.63530887,0.020395566,9.338074515,153.6555633,712,214,393,95.34582779,7.981804407,13.86568633,6.682288434,83.81818545
28-03-2023 08:00,24c49844-272a-4ca1-88a9-1bf0866f00f1,Sierra Leone,47.94046381,68.47040019,74.65759075,15.90130899,163.4480222,62,350,411,71.58428566,1.627245613,457.1464476,26.70459516,58.80102305
15-02-2023 01:36,fad8aa39-48b5-4bc1-a39f-6f8f8043684d,Grenada,44.79032779,44.28968895,30.19863841,16.75234571,394.7674727,422,935,250,96.86351843,8.783736839,419.5793287,17.31719977,63.75475316
14-03-2023 06:10,cbc4aec9-cd12-4f31-8618-ed66bc28f831,Morocco,34.32680794,41.22510049,12.09314845,3.468084271,449.0202241,159,526,469,91.58166805,7.02689798,188.9020392,12.58012025,20.85255833
19-04-2023 06:48,97990271-0762-4a9a-aed0-282fdf3f0fd9,Paraguay,73.66223057,67.6406184,54.58739089,88.61020836,25.38224848,546,982,230,97.03371477,1.928280401,230.5451842,53.88680551,29.05807818
01-04-2023 03:01,d9255210-3f5e-43ef-9162-4e7d995ad8ab,Christmas Island,43.74667769,5.472294668,37.01554455,21.67841011,341.9643291,910,830,365,31.75614658,2.862473321,892.6005981,1.944947877,74.85425483
08-01-2023 14:54,93d5fee5-3cf2-492c-9019-7488c505ec7a,Swaziland,61.38822982,60.0481068,66.78577316,2.767797762,305.5265878,456,551,465,59.13777902,9.674894576,958.395614,57.80952288,39.6231737
25-01-2023 13:11,bfeb3145-5acb-47a5-8592-300b1a0b8631,Aruba,33.98660068,67.83680129,1.735608554,70.10880593,438.3629003,781,86,220,32.79825264,8.827864121,520.1510248,67.87114116,61.49966648
09-01-2023 17:44,8eadab7d-3e0c-4863-849e-ec7a9eae964c,Serbia,91.83797632,68.21428621,41.24585708,11.33977017,403.4352207,519,614,495,26.75859973,3.868159059,369.0934906,50.4400191,64.84971438
19-03-2023 23:29,5b34adf2-16e0-4251-ab2e-3f84011f9ef3,Jamaica,38.56509836,54.3930867,3.686680965,14.12888563,57.31375188,583,70,405,66.49699107,7.70455799,514.4278593,51.66294976,7.298067773
23-03-2023 16:13,b564cfad-abde-4288-94fc-111c26347bd8,United States of America,23.38623618,99.40322607,1.359287306,91.01751675,227.3342198,556,299,451,58.59478013,0.655592127,374.1254166,38.88667029,75.08250932
15-04-2023 06:20,c1d7efca-81d9-462e-9852-372801381cc0,Suriname,41.43597043,62.37893847,33.23114999,0.768463143,258.5217519,648,278,164,36.33621361,8.389023339,318.9060516,92.27776071,54.87859569
18-03-2023 07:26,0291940d-c7c7-4b68-a348-c2b7938d600a,Norway,96.97115211,13.91518204,84.31485524,46.75894126,56.44193317,414,858,44,98.39785346,6.116192766,842.1849237,74.55167238,71.01027291
24-01-2023 01:02,3f379c6d-d883-49b8-9fa4-181ad8488df0,Tuvalu,91.25063045,54.36297736,91.24526726,74.59092772,21.42367261,233,50,336,17.17922267,3.942582409,880.2367737,29.10523854,9.052270253
01-02-2023 20:57,8298c9de-6c5b-4ccf-849f-c2d5d3b28e3d,Montenegro,31.06714586,77.9993052,13.59077904,18.31303751,268.6636076,905,10,21,30.13909402,3.017109938,350.7200128,34.69810729,68.61341299
22-04-2023 06:53,ea7ce3c4-9d4d-4fcf-9642-838150b3c870,Gambia,40.30495017,21.98741481,53.23965856,12.06631804,417.9437928,411,917,82,63.46575959,0.194433927,762.7538286,81.54355016,9.582978327
02-03-2023 03:38,51eb4cbd-e7cc-4f7b-b268-51a69f44c174,Turkey,56.10210367,52.86569014,6.252586939,21.7769549,81.302566,132,218,193,25.03364483,8.752579658,754.6672943,15.31034955,0.342129516
07-03-2023 06:01,ad797785-9bcf-4eb6-acee-ffbc1bec41e0,Paraguay,39.1852793,76.90975935,67.446761,79.39525823,482.8308269,55,883,2,82.45536584,3.185272969,279.1883197,72.74796496,97.94820642
15-04-2023 09:47,e622dfcf-d087-483a-a70b-7ff0d6786dda,Sri Lanka,96.48235466,97.48586269,34.06945343,39.26253434,60.89423565,756,900,207,98.32925733,1.948822802,127.2952133,98.00018222,71.6784678
21-04-2023 06:00,86f26a73-0d5f-4409-9f47-84c1cbb75601,Tajikistan,22.37721617,95.36905247,1.15393927,92.27246478,24.90254997,304,65,5,12.7243225,4.925162004,897.9416654,95.19455089,27.89330231
28-02-2023 15:17,75f51fa2-495c-423b-9faa-785220ba9a08,Afghanistan,91.79442746,48.71601243,38.96945544,12.02619045,304.7240274,123,347,317,43.71450951,2.453291101,499.8312617,25.61452065,31.08894226
25-02-2023 08:19,caaae9f6-adfa-4c22-ada7-c18d8e57a532,Brazil,87.24811225,5.759607976,54.03406062,88.54405388,285.1174096,200,559,118,17.67234068,7.994257963,150.7318117,47.40296372,99.82166684
11-04-2023 01:04,9cb61901-dbd0-451d-86f6-a003f1e214c1,Saint Barthelemy,40.04138138,32.8707973,25.29364178,82.82484954,8.452737901,939,300,31,27.64197275,0.649414236,2.801484003,25.18429819,77.29502095
12-01-2023 15:04,535cbef0-7cb9-420e-ab6c-f3b0f59d43b3,Reunion,94.9820563,52.84869527,6.095582179,90.30299897,200.402656,518,445,468,81.07463694,3.272302216,17.83898685,51.45519815,89.26624845
08-02-2023 19:39,ef966e6e-18c6-41e5-87cc-2fe81bfa2e17,Colombia,51.36703892,21.89625241,58.20801064,51.7458131,19.8354159,114,663,73,27.09854004,3.80984721,658.5748619,41.19757987,9.017588253
06-01-2023 08:54,1051a86d-b6a1-4801-9756-a3218fec07d9,Sudan,18.31299858,39.39990809,85.50362123,98.10907182,272.8977735,21,241,103,11.83925381,7.432289942,480.8914719,33.14233329,22.10946038
27-03-2023 04:34,131fc55a-a98c-49de-9206-79c24d7daa92,Anguilla,78.22020941,24.88641831,54.99266263,34.19785927,357.5483298,732,190,114,11.43451984,0.487116228,131.8296969,88.45625525,25.71027486
19-02-2023 11:43,8c8fe01e-91d5-4c4a-baa5-22ff3a580d14,Brazil,92.94268135,96.99485986,72.97592597,89.02649971,158.9564454,751,752,208,72.21856275,6.523673848,333.1980026,55.34123851,8.074557166
16-04-2023 17:36,52754ab9-dbde-4bd4-9266-d25806c60434,Malawi,74.86665646,44.09758801,43.83202721,58.91074902,118.2897401,925,212,36,85.89055362,4.243455107,260.6928901,93.44496207,56.82805367
14-04-2023 02:36,ed2f8f8e-f89e-45f9-b400-2bc728ed2d65,Ghana,68.37165956,7.258693269,34.16819677,69.94795999,362.0682621,42,176,74,80.08610478,8.831949677,419.9425618,80.84872906,87.63500061
10-02-2023 15:28,9800a6b9-93cb-402f-88bf-4a5c46742903,Papua New Guinea,65.50254232,3.828133584,29.4265319,67.72941201,329.3673909,988,511,290,51.19918417,3.05230279,958.9736441,21.0214215,90.62159249
28-01-2023 18:30,dcba230e-4972-484c-ac28-97ad83541450,Montserrat,88.49701433,71.90371395,40.85352759,21.11868246,210.7328332,575,904,16,24.54957482,8.439559511,39.44927419,48.14742726,44.6381385
09-02-2023 18:54,1afc4e39-bd0c-4283-af9f-fa8d018368f3,Yemen,18.24118638,48.0234255,94.42758501,2.85383472,235.2973447,886,218,144,30.96649585,5.426582471,721.6048634,84.88647149,70.76390112
16-04-2023 15:38,368253bc-e26c-4361-9396-dfd7e6e767b7,Estonia,77.20127484,66.89997278,24.54811965,29.26123422,393.7248952,774,927,317,27.00322543,9.570235525,69.55446268,7.302330331,41.82320794
04-03-2023 12:58,9f84049a-0a27-48be-9ef0-7bb7771d5db4,Tanzania,37.95668258,24.14867669,97.54216758,18.52019841,229.4572516,755,358,310,19.96095104,1.204663455,366.2489023,0.408170307,96.41210942
21-01-2023 22:40,0044e403-2d73-4a73-a8f5-433ce840ab7c,Georgia,33.2957647,99.35283766,86.3140668,15.3645925,217.7114972,337,908,0,34.95435556,5.17320602,751.9337763,56.46130222,29.43665526
08-01-2023 16:21,50d0ecf3-651c-4a68-9156-ecb7e2b64f90,Solomon Islands,69.04518632,54.8283437,6.304779554,43.03536667,62.1647692,67,385,445,5.670313729,3.381057611,184.2778784,60.88668984,45.7421439
05-03-2023 14:56,a666e8ef-8df3-4028-a265-48f9e1934259,Libyan Arab Jamahiriya,81.53439875,69.11193237,18.48482094,11.06844938,241.2651804,407,201,469,18.6497856,3.961616932,909.4052979,28.67197249,89.25729704
27-02-2023 23:02,a27d269b-c33d-4ecd-992d-e654279bd0d2,Central African Republic,95.05181975,78.11300533,65.4641713,97.93147118,366.7307584,624,234,454,94.50977581,4.554740975,561.7375647,82.47491409,35.90219037
14-02-2023 04:32,dbdf850a-32bf-48e1-baa4-fc5a4109400f,Germany,66.80589358,7.59285444,27.3846316,61.02414583,233.5048488,676,29,252,8.755407583,9.976556202,697.9569439,0.687554432,89.07789392
08-03-2023 03:04,06b7f473-0f84-4328-83dc-7a3855e7b910,Uganda,95.2861036,97.85973917,79.96468902,82.35143012,257.4298999,430,183,35,59.18063175,8.107277479,404.4793672,96.75725143,49.83080897
29-03-2023 14:22,b79c23ec-535a-4037-83e4-ee7730c3c9ea,Cocos (Keeling) Islands,87.91834635,83.92886196,81.42094159,77.38725388,374.6530577,836,600,441,53.39599095,0.507918991,550.1135406,11.89074187,19.65700101
02-04-2023 16:35,fee4ef47-a4b4-49f7-bdcd-32119bd12734,Djibouti,72.7634687,28.77440863,80.40302884,15.12330393,225.3756093,658,404,51,12.224931,9.014562105,870.8742687,76.64667518,75.13827873
22-02-2023 05:21,5b0a9953-18e4-43dd-99d8-e6165736900d,Antarctica (the territory South of 60 deg S),46.00847152,40.60257599,4.360462467,18.62062834,92.97372516,245,409,50,94.71397209,7.538032071,187.9122477,35.94585842,43.91490308
29-03-2023 13:20,0897e1e8-4086-4c77-a2a4-3b66b9371a25,Burkina Faso,6.129210919,31.58571517,26.64429877,79.13640134,201.9580439,710,856,397,57.20483835,8.888332546,309.7921667,59.42423577,21.68607987
15-04-2023 19:12,2bd699e3-677f-4035-b44d-e40faa17fc48,Trinidad and Tobago,65.31345967,1.317128351,22.51611909,54.67162779,395.9333607,39,298,83,87.60574929,5.806031964,881.3397248,58.04798937,50.91685169
05-03-2023 07:40,c80c9e43-79fb-4ebd-af69-b240f0e535da,Comoros,30.92064035,38.43628823,65.1190208,47.40616928,226.7830596,903,545,386,63.05650893,1.713596876,89.28450147,6.929451505,62.73744747
26-01-2023 19:30,eea1f7db-d052-437c-bba7-c5ff9c074c81,Qatar,28.24315989,45.7851995,34.1422265,64.79070779,470.5388836,386,202,176,83.87100957,0.000332249,494.093094,17.91678384,20.43076298
05-02-2023 12:08,b4c85093-c3d7-4fb6-af9a-3e54a210c7c5,Ireland,65.94713577,1.211787095,19.14358744,80.25366149,206.715498,891,593,263,17.99437153,0.57536929,917.8776503,51.86572199,83.87137819
12-01-2023 06:29,a93cd6b7-3c6c-4c9f-9afb-f02448ad742f,Turks and Caicos Islands,67.16747443,97.33582775,15.03660228,87.00347298,39.02947589,474,404,45,1.879689111,2.477163425,264.9802404,73.71078922,33.45601882
03-02-2023 22:20,18932ad6-5891-4464-beff-823afe5f93e8,Venezuela,87.33654401,97.96750836,98.67471535,69.7688412,74.95225992,331,836,374,47.181687,6.791947013,729.7209534,85.07957829,4.234295743
14-03-2023 04:28,1b674282-ad07-4e53-a7bb-f4931f32453d,Timor-Leste,67.87268092,39.89397384,53.24671319,61.0320363,397.2199772,614,173,3,56.74292057,8.800518024,148.2245385,38.44429345,79.15044538
11-04-2023 01:43,9ee067a0-33a8-4da0-a8e6-43341532894d,Moldova,37.93107475,3.389273691,26.47131778,27.33234216,422.4731264,165,322,156,14.61368593,5.626951612,598.8276985,60.4176555,89.97055748
30-03-2023 08:34,7efdbe16-4205-4e60-9d0a-25d26e15347d,Guam,81.75287368,96.60285824,88.62128418,24.38646942,381.9940837,24,55,87,22.05610146,9.330712457,879.836649,57.03826265,27.13186459
24-02-2023 05:50,686c8e5a-09a3-40c7-b5f0-09f47e161203,Nigeria,86.55144972,3.853145139,71.45780996,54.53601517,277.9472737,989,969,405,37.37083102,2.872200824,657.4498948,56.58012645,33.2965574
21-02-2023 22:56,713a525e-da54-4137-8229-e8646418d80a,Saint Pierre and Miquelon,21.82992193,70.99448992,74.92984571,57.66281996,92.05726535,640,650,497,81.97308815,2.048432683,488.9557198,15.89038407,63.73429325
13-03-2023 03:19,1f882e7d-4fc1-4ae3-8e1d-3ad94c42d3d4,Aruba,70.82529843,19.34600248,72.43619897,90.42360033,109.5731125,385,506,443,86.46495306,0.996662296,739.4423149,39.98114444,45.69155098
13-01-2023 11:32,c766010a-0ede-4add-b2f4-fe0dd848cb86,Belgium,37.49300276,86.83146334,90.67309171,57.27225362,429.1812945,905,648,152,51.34684487,9.285269454,934.8104896,0.77157202,56.58584906
01-03-2023 06:21,e9dccf93-63e7-4611-920f-d9a89699249c,Italy,17.95497371,51.97527539,97.54850463,85.19904889,68.28445243,225,449,13,93.30142603,7.784502127,477.2586375,66.23480655,21.3930684
25-02-2023 10:09,4ffafa98-5e79-4192-8dfc-1199069085ee,Saint Barthelemy,9.731746375,12.95545711,91.20781609,41.50897378,442.7211987,983,640,11,31.40105303,7.084879883,515.7507244,5.120835965,59.8505343
08-02-2023 05:09,0cb99b6c-846d-462e-ba60-46d74fc0c6c0,Austria,28.26167869,8.678203469,2.635051393,97.19946549,106.1083748,302,262,368,14.08604295,8.118119281,363.9396639,8.44039982,41.33210539
24-01-2023 19:22,344fb083-a752-43b4-9337-9391c1f5093c,Kyrgyz Republic,16.77393866,3.329749619,79.7409893,95.9906315,286.5239248,134,216,437,74.754004,1.404670081,765.5442655,57.82984261,2.763037839
28-03-2023 11:30,8211ee0e-08c7-4b13-addc-8638f10ac111,Tonga,36.16944586,27.41111476,63.45254247,49.42618952,191.0005715,652,462,438,97.49479895,3.984877454,696.8698399,78.94728049,92.52212648
07-04-2023 15:04,5bdcb7ff-adcd-4288-acbb-59eb35b93be0,Oman,9.626815089,10.98621217,94.58024242,76.66412154,301.0627272,268,439,204,34.98919209,5.793793426,182.7935517,16.93642728,50.29302497
29-01-2023 18:11,09b653e4-7de5-4075-b35c-fb9984202fd0,Paraguay,67.72370589,71.21436541,53.03642123,52.65915107,123.0541703,821,26,364,41.33769178,4.275828801,406.40381,69.48581359,39.28489969
14-03-2023 20:52,dccf165b-f846-468c-94ba-13fb142552ff,Maldives,72.53563638,65.22421955,16.88902763,27.19906638,398.2361,560,27,33,51.2975785,3.363084586,348.7661888,20.31920885,87.13429155
18-04-2023 06:57,9c6a67f5-29d3-42ab-bf05-4e8bfd51607f,Cape Verde,13.8412666,19.8488844,60.92889395,19.15818278,80.80269124,169,608,284,10.46900689,9.31325861,756.9553572,89.31458969,89.17612062
08-01-2023 15:39,b74dd6df-9db4-40c9-a088-33f78e023f19,Bahrain,92.54092745,50.94595573,50.91013127,9.634081961,201.807821,317,939,230,35.01412957,7.927066892,319.3521764,97.82674677,26.00369495
06-02-2023 18:53,7af52360-c609-4295-b29b-cd51b4aef421,Montenegro,74.02884411,6.502693249,36.53546646,37.7518338,450.9252579,509,791,415,17.46715732,0.971834122,956.4475086,68.59056493,32.93267681
22-01-2023 08:13,4e660cba-287e-4749-aff0-a9af691ef473,Northern Mariana Islands,75.72512599,7.855167104,7.02377738,7.492723234,426.4931558,296,999,39,96.92494133,1.491103114,630.4251735,99.33604373,67.09483759
22-02-2023 19:15,754f19c9-6c98-4f3f-b68f-5a873de11e43,Fiji,75.57302243,17.00328128,55.43883966,51.50904247,87.90107929,976,112,66,2.927495994,4.396891022,319.8337866,88.85602173,50.71533106
20-01-2023 22:19,85e6d31c-8897-4257-9b40-4aeb14bdf2f7,Finland,65.79655338,37.84997003,86.48916786,18.56763819,313.4904627,213,906,16,3.25067087,5.285189807,325.7796699,76.9254215,64.20851894
25-01-2023 07:45,ec97d11b-bee3-43a0-940d-26a1c49996e4,Lesotho,60.44759719,57.26231947,10.73832522,33.75524005,368.5740064,774,450,16,36.59974328,2.54164987,89.75636862,39.24283962,18.94585763
